,rplo 1 (Cyanobacteria),rplo 2 (Firmicutes),rplo 60 (Firmicutes),rplo 10 (Firmicutes),rplo 100 (Proteobacteria),rplo 101 (Proteobacteria),rplo 103 (Actinobacteria),rplo 106 (Acidobacteria),rplo 108 (Actinobacteria),rplo 11 (Proteobacteria),rplo 110 (Proteobacteria),rplo 111 (Actinobacteria),rplo 113 (unknown),rplo 115 (Acidobacteria),rplo 116 (unknown),rplo 119 (Actinobacteria),rplo 121 (Actinobacteria),rplo 123 (Cyanobacteria),rplo 127 (Acidobacteria),rplo 128 (Acidobacteria),rplo 129 (Proteobacteria),rplo 13 (Proteobacteria),rplo 130 (Verrucomicrobia),rplo 132 (Proteobacteria),rplo 134 (Bacteroidetes),rplo 135 (Actinobacteria),rplo 136 (Cyanobacteria),rplo 137 (Proteobacteria),rplo 138 (Bacteroidetes),rplo 14 (Proteobacteria),rplo 141 (Firmicutes),rplo 142 (Actinobacteria),rplo 145 (Actinobacteria),rplo 146 (Chloroflexi),rplo 147 (Actinobacteria),rplo 148 (Chloroflexi),rplo 149 (Actinobacteria),rplo 15 (Firmicutes),rplo 151 (Actinobacteria),rplo 153 (Bacteroidetes),rplo 155 (Proteobacteria),rplo 156 (Proteobacteria),rplo 157 (Bacteroidetes),rplo 158 (Chloroflexi),rplo 16 (Proteobacteria),rplo 160 (Actinobacteria),rplo 161 (Proteobacteria),rplo 163 (Actinobacteria),rplo 164 (Cyanobacteria),rplo 165 (Proteobacteria),rplo 166 (Actinobacteria),rplo 169 (Proteobacteria),rplo 170 (Proteobacteria),rplo 171 (Actinobacteria),rplo 172 (Firmicutes),rplo 173 (Proteobacteria),rplo 174 (Bacteroidetes),rplo 176 (Proteobacteria),rplo 179 (Actinobacteria),rplo 180 (Actinobacteria),rplo 181 (Actinobacteria),rplo 182 (Bacteroidetes),rplo 183 (Actinobacteria),rplo 184 (Proteobacteria),rplo 185 (Acidobacteria),rplo 186 (Proteobacteria),rplo 189 (Chloroflexi),rplo 190 (Planctomycetes),rplo 191 (Bacteroidetes),rplo 192 (Actinobacteria),rplo 194 (Proteobacteria),rplo 196 (Thermotogae),rplo 197 (Actinobacteria),rplo 198 (Acidobacteria),rplo 199 (Thermobaculum),rplo 20 (Actinobacteria),rplo 200 (Actinobacteria),rplo 202 (Firmicutes),rplo 203 (Chloroflexi),rplo 205 (Deinococcus-Thermus),rplo 206 (Actinobacteria),rplo 208 (Acidobacteria),rplo 209 (Proteobacteria),rplo 211 (Actinobacteria),rplo 212 (unknown),rplo 214 (Bacteroidetes),rplo 215 (Verrucomicrobia),rplo 217 (Proteobacteria),rplo 218 (Firmicutes),rplo 219 (Thermotogae),rplo 22 (Actinobacteria),rplo 222 (Proteobacteria),rplo 225 (Firmicutes),rplo 226 (Actinobacteria),rplo 227 (Actinobacteria),rplo 228 (Proteobacteria),rplo 230 (Proteobacteria),rplo 231 (Bacteroidetes),rplo 232 (Bacteroidetes),rplo 235 (Bacteroidetes),rplo 237 (Firmicutes),rplo 238 (Acidobacteria),rplo 240 (Actinobacteria),rplo 243 (Cyanobacteria),rplo 247 (Firmicutes),rplo 248 (Cyanobacteria),rplo 249 (Proteobacteria),rplo 25 (Acidobacteria),rplo 250 (Actinobacteria),rplo 253 (Actinobacteria),rplo 254 (Proteobacteria),rplo 256 (Acidobacteria),rplo 258 (Actinobacteria),rplo 260 (Acidobacteria),rplo 261 (Bacteroidetes),rplo 262 (Actinobacteria),rplo 263 (Cyanobacteria),rplo 266 (Proteobacteria),rplo 267 (Proteobacteria),rplo 269 (Actinobacteria),rplo 27 (Proteobacteria),rplo 270 (Actinobacteria),rplo 271 (Proteobacteria),rplo 273 (Acidobacteria),rplo 274 (Bacteroidetes),rplo 276 (Bacteroidetes),rplo 277 (Chloroflexi),rplo 278 (unknown),rplo 28 (Proteobacteria),rplo 281 (Chloroflexi),rplo 282 (Acidobacteria),rplo 284 (Acidobacteria),rplo 287 (Chloroflexi),rplo 288 (Deinococcus-Thermus),rplo 289 (Proteobacteria),rplo 29 (Gemmatimonadetes),rplo 291 (Nitrospirae),rplo 294 (Verrucomicrobia),rplo 295 (Actinobacteria),rplo 296 (Gemmatimonadetes),rplo 297 (Proteobacteria),rplo 298 (Chloroflexi),rplo 3 (Proteobacteria),rplo 30 (Proteobacteria),rplo 300 (Proteobacteria),rplo 301 (Chloroflexi),rplo 302 (unknown),rplo 303 (Actinobacteria),rplo 306 (Thermotogae),rplo 308 (unknown),rplo 31 (Firmicutes),rplo 310 (Chloroflexi),rplo 312 (Gemmatimonadetes),rplo 314 (Acidobacteria),rplo 315 (Proteobacteria),rplo 316 (Bacteroidetes),rplo 317 (Gemmatimonadetes),rplo 32 (Firmicutes),rplo 320 (Actinobacteria),rplo 324 (Proteobacteria),rplo 325 (Planctomycetes),rplo 326 (Actinobacteria),rplo 327 (Proteobacteria),rplo 328 (Chloroflexi),rplo 329 (Bacteroidetes),rplo 331 (Bacteroidetes),rplo 332 (Cyanobacteria),rplo 333 (Firmicutes),rplo 335 (Actinobacteria),rplo 336 (Proteobacteria),rplo 337 (unknown),rplo 338 (Actinobacteria),rplo 339 (Bacteroidetes),rplo 34 (Actinobacteria),rplo 341 (Actinobacteria),rplo 342 (Chloroflexi),rplo 343 (Acidobacteria),rplo 345 (Actinobacteria),rplo 346 (Chloroflexi),rplo 347 (Firmicutes),rplo 348 (Cyanobacteria),rplo 349 (Acidobacteria),rplo 35 (Proteobacteria),rplo 350 (Proteobacteria),rplo 354 (Cyanobacteria),rplo 355 (Verrucomicrobia),rplo 359 (Actinobacteria),rplo 36 (Actinobacteria),rplo 360 (Firmicutes),rplo 361 (Firmicutes),rplo 362 (unknown),rplo 364 (Firmicutes),rplo 367 (unknown),rplo 368 (Verrucomicrobia),rplo 369 (Chloroflexi),rplo 37 (Proteobacteria),rplo 370 (Chloroflexi),rplo 371 (Proteobacteria),rplo 375 (Actinobacteria),rplo 376 (Proteobacteria),rplo 377 (Chloroflexi),rplo 379 (Cyanobacteria),rplo 380 (Actinobacteria),rplo 381 (Bacteroidetes),rplo 383 (Actinobacteria),rplo 384 (Bacteroidetes),rplo 385 (Chlorobi),rplo 386 (Actinobacteria),rplo 388 (Verrucomicrobia),rplo 389 (Armatimonadetes),rplo 390 (Actinobacteria),rplo 391 (Thermotogae),rplo 393 (Actinobacteria),rplo 394 (Bacteroidetes),rplo 395 (Bacteroidetes),rplo 396 (Chloroflexi),rplo 398 (Chloroflexi),rplo 399 (Proteobacteria),rplo 4 (Firmicutes),rplo 40 (Acidobacteria),rplo 400 (Proteobacteria),rplo 402 (Proteobacteria),rplo 403 (Bacteroidetes),rplo 404 (Cyanobacteria),rplo 408 (Deinococcus-Thermus),rplo 409 (Gemmatimonadetes),rplo 41 (Proteobacteria),rplo 411 (Firmicutes),rplo 412 (Acidobacteria),rplo 413 (Bacteroidetes),rplo 414 (Chloroflexi),rplo 415 (Verrucomicrobia),rplo 419 (Bacteroidetes),rplo 42 (Acidobacteria),rplo 420 (unknown),rplo 422 (Chloroflexi),rplo 424 (Acidobacteria),rplo 425 (Chloroflexi),rplo 426 (Firmicutes),rplo 427 (unknown),rplo 429 (Bacteroidetes),rplo 43 (Proteobacteria),rplo 430 (Proteobacteria),rplo 432 (Actinobacteria),rplo 434 (Firmicutes),rplo 435 (Actinobacteria),rplo 436 (Proteobacteria),rplo 439 (Actinobacteria),rplo 441 (Proteobacteria),rplo 442 (Actinobacteria),rplo 45 (Proteobacteria),rplo 450 (unknown),rplo 453 (Actinobacteria),rplo 455 (Gemmatimonadetes),rplo 458 (Chloroflexi),rplo 459 (Proteobacteria),rplo 46 (Proteobacteria),rplo 460 (Bacteroidetes),rplo 462 (Chloroflexi),rplo 47 (Proteobacteria),rplo 48 (Actinobacteria),rplo 49 (Gemmatimonadetes),rplo 5 (Firmicutes),rplo 50 (Actinobacteria),rplo 51 (Proteobacteria),rplo 52 (Cyanobacteria),rplo 53 (Proteobacteria),rplo 54 (Proteobacteria),rplo 57 (Proteobacteria),rplo 58 (Proteobacteria),rplo 59 (Actinobacteria),rplo 61 (Proteobacteria),rplo 62 (Proteobacteria),rplo 63 (Actinobacteria),rplo 64 (Cyanobacteria),rplo 65 (Actinobacteria),rplo 66 (Bacteroidetes),rplo 67 (Proteobacteria),rplo 68 (Firmicutes),rplo 69 (Proteobacteria),rplo 70 (Proteobacteria),rplo 75 (Acidobacteria),rplo 78 (Actinobacteria),rplo 79 (Actinobacteria),rplo 8 (Acidobacteria),rplo 83 (Acidobacteria),rplo 84 (Proteobacteria),rplo 85 (Cyanobacteria),rplo 86 (Proteobacteria),rplo 87 (Proteobacteria),rplo 89 (Bacteroidetes),rplo 9 (Proteobacteria),rplo 90 (Proteobacteria),rplo 93 (Proteobacteria),rplo 94 (unknown),rplo 96 (unknown),rplo 97 (Firmicutes),rplo 98 (Actinobacteria),rplo 99 (Cyanobacteria)
rplo 1 (Cyanobacteria),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
rplo 2 (Firmicutes),0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
rplo 60 (Firmicutes),0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
rplo 10 (Firmicutes),0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
rplo 100 (Proteobacteria),0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rplo 101 (Proteobacteria),0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
rplo 103 (Actinobacteria),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
