,bact_name,Nortriptyline,NHQ,Indole-2-carboxylic acid,MLS000736964-01!,PQS/HQNO,2-Heptyl-4-hydroxyquinoline N-oxide,19-Norepiandrosterone,16.beta.-Hydroxyfurazabol,"(2S,3S)-(-)-3-Phenylglycidol",MLS001401453-01!ZOLPIDEM TARTRATE,MLS000737174-01!,"1(6H)-Pyridazinebutanoic acid, 6-imino-3-(4-methoxyphenyl)-",3-Phenoxypropionic acid,4-(1-Piperazinyl)-1H-indole, Lyso-Sphingomyelin ,"2-Methylamino-1-(3,4-methylenedioxyphenyl)propan-1-one",Gliotoxin,3-(2-Hydroxyethyl)indole,Rha-Rha-C10-C10 (M+H),Massbank:FIO00114 Harman,Phenazine-1-carboxylic Acid,2-Hydroxy-7-methylquinoline-3-carbaldehyde, 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine ,PC(0:0/18:0);  C26H55N1O7P1, Sertraline ,Norbolethone,Pyochelin,2-Hydroxy-6-methylquinoline-3-carbaldehyde,"NCGC00380742-01_C22H25N3O3_9-Methoxy-12-(2-methyl-1-propen-1-yl)-1,2,3,5a,6,11,12,14a-octahydro-5H,14H-pyrrolo[1'',2'':4',5']pyrazino[1',2':1,6]pyrido[3,4-b]indole-5,14-dione",L-Tryptophan, Lyso-PC(16:0) ,"NCGC00385669-01!(E)-3-(acetyloxymethyl)-5-(2-formyl-4-hydroxy-5,5,8a-trimethyl-1,4,4a,6,7,8-hexahydronaphthalen-1-yl)pent-2-enoic acid","1H-Indole-3-carboxylic acid, 1-(cyclohexylmethyl)-",L-Tryptophanamide,Coproporphyrin I, Palmitoylcarnitine , DL-Indole-3-lactic acid , Dibutyl phthalate ,Aztreonam,"C9:db-PQS, C9:DB-NQNO",1-O-Octadecyl-sn-glyceryl-3-phosphorylcholine,Azithromycin,Tyr-Trp, 1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine ,4-(p-Methoxyphenyl)-2-butanone,"NCGC00169614-02_C24H21N5O4_(1S,3S,12S,14R,27S)-12-Hydroxy-1,3-dimethyl-2,5,15,23,25-pentaazaheptacyclo[12.10.2.1~2,5~.0~6,11~.0~12,27~.0~15,24~.0~17,22~]heptacosa-6,8,10,17,19,21,23-heptaene-4,16,26-trione",PC(20:0/20:4);  C48H89N1O8P1," 1,2-Diarachidonoyl-sn-glycero-3-phosphocholine ","Massbank:UF408702 Sulfamethoxazole|4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide",cis-Vaccenic acid," Inosine, 2'-deoxy- ","NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate", Tris(2-butoxyethyl) phosphate , Harmane ," 1-Octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine ", 1-Octadecyl-sn-glycero-3-phosphocholine , 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine , Abrine , Azithromycin , 1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine ,Ivacaftor,Eicosanoids_12-oxoETE_C20H30O3,(-)-Riboflavin,"5S-Hydroxy-6E,8Z,11Z-eicosatrienoic acid", 1-Behenoyl-2-hydroxy-sn-glycero-3-phosphocholine , Phe-Pro ,"10E,12Z-octadecadienoic acid",1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,DescladinoseAzithromycin,SM(d18:1/25:0);  C48H98N2O6P1,Octocrylene,.gamma.-Phenyl-.gamma.-butyrolactone, Glu-Phe ,7-Oxocholesterol, 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine ,"2,3-Methylenedioxymethcathinone","1,2-Dimethoxy-4-(2-propenyl)benzene",PC(18:1/20:5);  C46H81N1O8P1,"NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole", N-Tetracosanoyl-4-sphingenyl-1-O-phosphorylcholine ,3-Hydroxymethylmefenamic acid,1-O-Hexadecyl-2-O-acetyl-sn-glyceryl-3-phosphorylcholine,NHQ_C9:db," 1,2-Diheptadecanoyl-sn-glycero-3-phosphocholine ","1,2-dioleoyl-sn-glycero-3-phosphatidylcholine",Gly-Phe, Sulfadimethoxine , Coproporphyrin I ,NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid, 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine , Ethenzamide ,PC(O-18:0/18:1);  C44H89N1O7P1,N-(3-(Aminomethyl)benzyl)acetamidine,MLS000777209-01!phenazine-1-carboxylic acid,Massbank:FIO00571 Caffeine,2-(4-Acetylpyridin-2-yl)benzonitrile," 1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine ",D-erythro-C18-Sphingosine, PAF C-16 , 1-Arachidoyl-2-hydroxy-sn-glycero-3-phosphocholine ,"2,6-Di-tert-butyl-4-hydroxymethylphenol", 1-Lignoceroyl-2-hydroxy-sn-glycero-3-phosphocholine , 1-Oleoyl-2-palmitoyl-sn-glycero-3-phosphocholine ,"NCGC00385199-01!2-[3,4-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]phenyl]-5,7-dihydroxychromen-4-one",19-Hydroxycholesterol,Putative Contaminant,NCGC00180497-02!,1-Eicosatrienoyl-sn-glycero-3-phosphoethanolamine,Lumisterol 3,1-Oleoyl-2-hydroxy-sn-glycero-3-phospho-(1'-rac-glycerol), 1-Myristoyl-sn-glycero-3-phosphocholine ,LysoPAF, 3-Indoleacetic acid , 1-Stearoyl-2-linoleoyl-sn-glycero-3-phosphocholine ,GalNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1/16:0), 1-Myristoyl-2-stearoyl-sn-glycero-3-phosphocholine ,PC(16:0/18:0);  C42H85N1O8P1,2-Hydroxyphenethyl alcohol,PC(16:0/20:1);  C44H87N1O8P1, 1-Hexadecanoyl-sn-glycero-3-phosphocholine , 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine ,Guanosine, 1-Linoleoylglycerol ,MLS001332469-01!D-Sphingosine123-78-4,SM(d18:2/16:0);  C39H78N2O6P1,Ethyl 4-hydroxyquinoline-2-carboxylate,PC(18:1/22:4);  C48H87N1O8P1,18:1(2S-OH) Ceramide,"Massbank:EA019911 Trimethoprim|2,4-Diamino-5-(3,4,5-trimethoxybenzyl)pyrimidine|5-[(3,4,5-trimethoxyphenyl)methyl]pyrimidine-2,4-diamine",SM(d19:1/24:0);  C48H98N2O6P1, D-erythro-C18-Sphingosine ,HHQ,2-(9H-Xanthen-9-yl)-malonic acid,PC(15:0/16:0);  C39H79N1O8P1,Massbank:PR040237 4-Methoxycinnamic acid|3-(4-methoxyphenyl)prop-2-enoic acid,UHQ (mixed MS2 C11:db:UHQ),C11:DB UHQ aka  2-undecenyl-quinoloin-4(1H)-one position of double bond unknown,1-Hexadecyl-sn-glycero-3-phosphocholine,C17-Sphinganine,PC(O-18:1/20:4);  C46H85N1O7P1,PC(17:0/18:1);  C43H85N1O8P1,phenylethylamide 359,Verruculogen,PC(O-16:0/O-16:0);  C40H85N1O6P1
10,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__,-0.054302316,-0.023921032,-0.05107157,-0.058323126,-0.047720682,-0.06372994,-0.037401527,-0.021412367,0.08562894,0.06943277,-0.015580535,-0.0018900041,0.08142576,0.018942732,0.04686757,-0.0034404295,0.080077305,-0.034028124,-0.051315702,0.08841934,-0.039734256,0.026243372,-0.017861687,0.014557775,-0.014070616,0.008876903,0.01518855,0.07450409,0.08008565,-0.039847903,0.007715823,0.07196505,-0.03360382,-0.010023023,0.019442027,-0.036579683,0.035265576,0.005817739,-0.029490598,-0.022686167,-0.0024646027,0.05534542,0.064667284,-0.037548266,-0.056986794,-0.039498452,0.025288342,0.028033294,-0.03399745,0.0011490684,-0.02670724,-0.007166016,0.04485343,0.054936096,-0.02075657,-0.004592413,0.013179025,0.047486167,0.022869509,0.022670958,-0.062336873,-0.0028253673,-0.010971818,-0.06974998,0.06070551,-0.0033562265,-0.0015800601,0.019397669,-0.0049067982,-0.02050787,-0.048144344,-0.03548331,0.01462414,0.008447444,-0.032639753,0.009204372,0.04963354,0.037364744,0.020057634,0.047974512,-0.010424044,-0.010640036,-0.008023521,-0.021089485,0.02580726,-0.016074847,0.05336607,0.03762162,-0.01895141,0.0049188538,0.008804989,0.033674475,0.007600314,0.033682898,0.011387037,-0.022062687,-0.005307329,-0.022731531,-0.022527399,-0.069277614,-0.03884729,-0.016909081,0.019519463,0.018147182,-0.0044259136,-0.012292663,0.04567596,-0.021868968,-0.012342836,-0.016020577,0.013236683,0.0009423923,0.05862223,0.05152365,-0.017544303,-0.00564758,0.014221826,0.006552864,0.011705781,-0.010906553,-0.0022226865,0.01747513,-0.06462491,-0.025951454,0.062342424,0.0030206463,0.031316224,0.002986041,-0.025908012,0.022642065,-0.017046798,0.003908882,-0.0068960474,-0.022426492,-0.009674531,-0.0170213,0.0064451015,0.04567461,-0.0019444274,-0.0036099604,0.049810372,-0.020568207,0.0046945945,-0.010983029
11,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica,0.0034570154,-0.055611316,-0.06905322,-0.029567767,-0.06805775,-0.027466826,-0.018799264,-0.034679282,0.062477507,0.040365763,0.038082425,-0.041983098,0.035890892,0.00029441863,-0.033445075,-0.029163592,0.04341473,0.005689705,-0.030444486,0.025137842,-0.037554413,0.03645163,0.06351031,-0.07550727,-0.04121542,-0.05771546,-0.024768176,0.010555698,0.1125069,0.0015416581,0.034261342,0.11470875,-0.05387059,0.07487646,-0.035678085,0.033637978,0.040693067,-0.04372307,0.044403862,-0.060443755,0.029540094,-0.04124045,-0.015587259,-0.05141941,-0.016526664,0.062064447,0.026108097,0.0619406,0.014509456,0.0224135,0.02101096,-0.06367538,0.07346538,0.069906496,-0.00896508,-0.04661162,0.030849312,0.044654503,0.026839444,-0.018382553,-0.010844283,-0.03829757,-0.1147716,-0.087403774,0.06473257,0.042894416,-0.045622736,-0.0013061574,-0.004258024,-0.023082564,-0.032112837,0.013471669,-0.004828964,0.06298658,0.0145681,-0.03434239,0.026743047,0.029484354,0.052520137,0.053840376,0.05662896,-0.037347432,0.0060400125,-0.072394945,0.05727181,0.113481596,0.018537266,0.04284658,-0.054033045,-0.06777079,0.11701304,0.04411991,0.004216564,-0.016247658,0.06975502,0.052158933,0.0012067049,-0.02557368,-0.00014366832,-0.02339576,-0.056957826,-0.02170377,0.0075082006,0.03645456,-6.443042e-05,-0.06293139,0.04946193,0.03775847,-0.023449326,-0.016136847,-0.020041507,-0.045314822,0.029061414,0.030374441,0.04662173,-0.0065974505,0.039077412,-0.02388876,0.044196162,-0.017082863,-0.0416935,0.09039444,-0.040234752,-0.04161842,0.038508706,0.0039529237,-0.011547971,-0.011857849,0.0045491685,0.021564946,-0.043552402,0.028327039,-0.005393531,0.001330817,-0.046186995,-0.036417313,-0.059281293,0.08540536,-0.017526051,-0.02720777,0.023349602,0.009543765,0.010388912,-0.012437381
12,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__nanceiensis,0.041416343,-0.016897036,-0.03251796,-0.014007331,-0.034646396,0.015723808,-0.006187396,-0.00016467311,0.04015305,0.023535049,0.05715935,-0.050140973,0.05500245,-0.008089057,-0.008507687,0.042699132,0.049504206,-0.0041776868,-0.014224126,0.05091906,-0.052193426,-0.0012669057,-0.017181689,0.035308246,-0.0075503904,0.003976616,-0.0072658276,0.04660315,-0.0057778805,-0.008887153,0.0028105744,-0.010256377,-0.059850927,0.046642706,0.061542556,-0.029075615,-0.019707896,-0.029569231,-0.05955441,-0.050801095,-0.025617972,0.021552375,0.040839728,-0.016609509,-0.030306883,-0.025446817,0.05125329,0.03986842,0.07764366,-0.05424522,-0.0036652915,-0.047080178,0.099510156,0.06711284,0.012683963,0.033143368,0.02393452,0.025789054,2.2850932e-06,-0.012807944,-0.016314253,-0.048154403,-0.045593992,-0.065799855,0.01601525,0.048516907,0.0013080166,0.012496222,0.010275669,-0.011162146,-0.041493837,0.021868303,0.0101555,-0.0027203676,0.017177977,-0.021301825,0.032596197,0.03298051,0.043240655,-0.019320957,0.04211452,0.020348083,-0.070288084,-0.06940702,-0.03690129,0.08789489,0.057298798,0.010388786,-0.019769065,-0.030660577,-0.026284413,-0.0038282974,-0.0044078035,-0.015431448,-0.027205164,-0.045024227,0.03779152,0.013879007,-0.0044865725,-0.05555751,-0.049519468,-0.013523763,-0.048861943,-0.027998958,0.017436538,-0.032282032,0.06045287,0.034160707,0.059886403,0.05538899,-0.013037724,-0.008283224,0.013470428,0.0062679513,0.006206921,-0.040819105,0.008920047,-0.034197517,-0.012182491,-0.011444089,-0.027158417,-0.028655495,-0.0013688621,0.041390423,0.057886295,-0.025100479,-0.0019449741,-0.011161929,-0.0130979335,0.0052832677,-0.011333186,-0.026225822,0.007576085,-0.045790676,-0.019359505,-0.02219023,-0.04285913,0.013510508,0.0031215313,0.04693549,0.04075839,-0.008463256,-0.041549034,0.02737615
13,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__pallens,-0.012489442,0.015813293,-0.04328513,-0.019388996,-0.040292174,-0.03004022,-0.025242807,0.06926713,0.022198861,-0.0031321326,-0.030320229,-0.0137166325,-0.008738818,-0.020204738,-0.028151523,0.010068861,-0.0017762083,-0.04328701,0.032226015,0.0159691,-0.039327037,-0.027093444,0.0542634,-0.013859519,-0.04560176,0.010132316,-0.07163105,-0.00057276,0.06244099,-0.045117,0.021960406,0.052736387,-0.033786274,0.005932857,0.021225875,0.018390777,0.0119909085,0.024591308,-0.048452634,-0.042709038,0.043603636,0.0370531,-0.0058325203,0.050549135,0.017249867,-0.03968614,-0.03705496,-0.021875517,-0.02924564,0.018157046,-0.083308056,-0.005899372,0.006382957,-0.015225465,-0.035792824,-0.030101981,0.00024424063,-0.012180393,-0.054126427,0.016994167,-0.025443165,0.0013269325,-0.014918842,-0.02048635,0.09673199,0.027931068,-0.0037908077,0.048652865,-0.039336048,0.0035333144,0.017399635,0.031880148,-0.07312561,0.025515899,0.04935931,0.005776217,0.042860974,-0.034636475,0.04858328,0.07176665,0.031194076,0.009811962,0.009238011,-0.0066293823,0.025280286,6.3111077e-07,-0.0284364,-0.008074559,-0.024471512,0.02955899,-0.0025569054,0.05756434,0.05032846,0.0019592782,-0.0031019049,-0.029126184,0.01328662,0.03509121,-0.0077962074,-0.023298236,0.01790288,-0.044894915,0.033779055,0.031546704,0.02459759,-0.004405652,0.04883598,0.01984795,-0.026759079,-0.029641042,0.023953414,0.021808732,0.06825584,-0.0043250397,0.04862742,0.015754575,-0.018695526,0.004972325,0.009838729,-0.02187495,1.3425564e-05,-0.022025092,-0.021131694,-0.00063197856,0.06381519,0.012789357,-0.016474934,-0.008031936,-0.04999978,-0.024139423,0.002316283,0.0033945814,-0.026487019,-0.011432112,0.030153587,0.0061225747,0.021411257,0.0057186875,0.03769557,-0.015193796,-0.00701717,0.0011007995,-0.010955296,-0.007603091
14,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__,-0.04284843,-0.08310431,-0.066938445,-0.04150064,-0.05562295,-0.05106686,-0.04999032,-0.03949155,0.017333472,0.05665894,-0.0025294889,-0.015897578,0.04543935,0.048629843,0.02782445,-0.041502032,0.046677656,-0.053925253,-0.053174824,0.034016255,-0.04775071,0.0062522064,-0.00049815496,-0.019009855,-0.023928134,0.015578006,0.037144173,0.02995372,0.04980589,0.028980827,0.01852471,0.053658064,-0.032942645,0.0016044169,0.0041974774,0.0024820366,0.0357724,0.011397531,0.03945134,-0.018274441,0.023987643,-0.016064547,0.024414051,-0.024423422,-0.01256135,-0.02889828,0.045627464,0.049061216,-0.03286885,0.02282289,0.0337031,-0.037732646,0.04903041,0.04921307,0.031407103,-0.01668257,0.00044465566,0.030187037,0.03847758,0.022482462,-0.013693553,0.016070306,-0.013986823,-0.020270534,-0.0042725503,-0.01631669,-0.0017599473,-0.008569269,0.03579012,0.012057857,-0.008918286,-0.016752493,0.035204448,0.031032747,-0.025766144,-0.042542174,-0.040537942,0.04358531,0.021654787,-0.0062695043,-0.014958906,-0.024677547,-0.007006279,-0.01916886,0.02557369,0.0047223945,0.00080385903,0.008859799,-0.033659607,-0.017836725,0.036959395,0.030209178,0.00915277,0.015257247,0.00031720372,-0.021287946,0.017914217,0.0035443068,0.0030980175,-0.010663211,-0.017215557,-0.016107185,0.009684564,0.007077722,0.0035493874,-0.0040823296,-0.01071903,-0.007863967,0.00075503305,-0.02549042,-0.02000751,-0.007961856,-0.049982578,0.030595317,0.0023107564,0.0054462235,0.03453239,0.001504832,0.0073107784,-0.009272053,0.0006752193,0.06220355,-0.009845022,-0.021676982,0.008353857,-0.026477521,0.035734676,0.029978009,-0.021935306,0.030719113,0.013684631,-0.01895527,-0.00685707,-0.0033716143,-0.00542418,-0.016301237,-0.0069319094,0.036622442,-0.015307946,0.02093333,0.05229684,0.002092322,-0.016605113,0.034447942
15,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga,-0.019114878,-0.029929306,-0.01905777,-0.01690688,-0.017587349,-0.0026135591,-0.020353675,0.010288197,-0.007797342,0.015419108,0.007182013,-0.0044602146,0.022137107,0.043435063,0.005145224,-0.023769556,0.017570145,-0.03638246,-0.014779835,0.022688406,-0.010783017,-0.010860759,-0.026250357,0.03277936,-0.0077624465,0.0054659415,0.02072338,0.016447127,0.006772789,0.0027899458,0.013296481,0.005364608,-0.012859854,-0.017306803,0.017456075,-0.026009744,0.009836324,0.0049292077,-0.008989427,0.0014259166,0.01334018,-0.0037662229,0.02247705,-0.0073539587,-0.0026757272,-0.029008562,0.009004623,0.0074887364,-0.03664062,0.015108902,-0.0054589235,-0.0046669883,0.0011696925,0.005445444,0.031539742,0.013340985,0.010788078,-0.0013041646,0.0038911507,0.025286186,-0.013931077,0.025819426,0.015840562,-0.0008064697,-0.013912349,-0.017253729,0.021174476,0.013913288,0.025370507,0.01909661,-0.004901481,-0.028803451,0.021960452,0.014118007,0.009525262,-0.02615474,-0.04326252,0.013436361,0.0023238484,-0.00013929802,-0.02210956,0.010199048,-0.0030153794,0.0051251985,0.0047717555,-0.0302184,-0.01856691,0.011940238,0.0076498324,0.015172278,-0.010601255,0.01914558,-0.00046575945,0.040825,-0.037441134,-0.036222674,-0.014876522,0.030332677,0.0002597855,0.0032048642,-0.006507857,-0.0036818355,0.00294828,0.013371929,0.02262817,0.005507508,-0.030142663,0.0011261009,-0.006272835,0.015985815,-0.017968845,-0.016079493,-0.043802932,0.016192848,-0.01660722,-0.0036088594,0.02367398,0.013933308,0.012256164,0.014406609,0.023393203,-0.013047105,0.0138214575,0.015471446,0.0051931054,-0.025882564,0.007951597,0.02710906,-0.03161646,0.010849739,0.0209654,-0.01765757,0.0029722452,0.009417022,-0.015918856,0.0077709313,0.010450912,-0.0069056535,-0.028731933,0.02170561,0.017278073,0.010586874,-0.03109605,0.016433012
16,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__,-0.034857377,0.019805064,-0.0150936805,-0.0078173075,-0.017853051,-0.0108743515,-0.042085208,-0.011834635,0.030424325,0.027939295,-0.076285385,0.075658366,0.017331278,0.0035776775,0.010675322,0.065876886,0.015555364,-0.090125665,-0.009128434,0.04441506,-0.0110248085,0.022834506,-0.035033416,0.02654952,-0.038123462,0.02512277,-0.001693408,0.009996077,0.01862,-0.069072135,0.054133583,0.013234245,0.04946448,-0.05711237,-0.00872173,-0.036866058,0.023154397,-0.00625604,-0.028234294,-0.0487116,0.04153539,0.09345282,0.04779965,-0.030153966,-0.07368857,-0.076631606,0.016901461,0.010740062,-0.043252897,0.006279658,-0.022595584,0.013670754,-0.0063428343,-0.018650644,-0.032161828,0.0634367,0.02742811,0.054805156,0.042932015,0.009898203,-0.050686575,-0.020350998,0.037172977,-0.0066860956,0.05272845,-0.04022637,-0.005216232,0.024058424,0.052025665,-0.024369046,0.015768778,-0.065177985,0.0038912229,0.04096968,0.02762503,0.064527094,-0.001144892,-0.011015911,0.009889913,0.0353548,-0.045786962,0.07043932,-0.03597603,0.0054449546,0.020906165,-0.048455697,-0.027887393,-0.007050498,0.043323103,0.010339632,-0.036464065,0.013566184,-0.005230901,0.011168497,-0.043903366,-0.085852884,-0.03692112,0.05244705,0.0470312,-0.0043427884,-0.056938715,-0.017159835,0.0060483944,-0.01573075,0.05494416,-0.031659883,-0.021032419,0.027299471,0.01138089,0.012368211,-0.029486274,-0.030592749,0.02233306,0.0102929175,-0.056594998,0.03377742,0.022472449,0.046690077,-0.0069484646,0.04688953,0.056896612,-0.032343794,-0.0069544013,0.04463351,0.05182639,-0.056133855,0.042682268,-0.012101859,-0.036324203,0.0054552048,0.046517838,-0.071168356,0.0035082847,0.050473962,-0.029257076,0.00023635998,0.029048594,0.0038894855,-0.031168956,-0.005002847,0.0066451575,0.026279533,-0.02041028,0.020466123
17,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__; s__,0.05930325,0.0494412,0.06548093,0.04561647,0.071378045,0.02983214,0.07602192,0.014054954,-0.049842626,-0.007608264,-0.023655701,-0.0072866855,-0.015444129,-0.033996385,-0.032623246,0.014992867,-0.017991656,0.059206173,0.016191676,-0.014748404,0.040437594,-0.05045284,0.024475874,-0.031426057,0.04466654,-0.013511593,-0.025537932,-0.04645222,-0.01994421,0.016405141,0.0035336516,-0.01870431,0.00034364243,0.006393891,-0.022316977,0.032563023,-0.010596199,-0.0051544067,-0.034676384,0.045249943,0.036697708,-0.029867752,0.00069897383,0.033579983,-0.0015680599,-0.0056205527,-0.05311617,-0.048341047,0.040571388,0.011452565,-0.03945753,-0.03473916,-0.040174503,-0.0063955938,-0.01225087,-0.003446804,-0.012392249,-0.017622655,-0.05054024,0.030131748,-0.020561663,-0.01825146,0.011879738,0.006647005,0.015720533,0.022562046,-0.027042234,0.0049264813,-0.03875986,-0.03033299,0.05745906,0.031231964,-0.040252656,0.01210672,0.02749255,0.00199761,0.05652206,-0.044573627,-0.012783811,-0.029355135,0.011629828,-0.013951155,-0.013808589,-0.029314034,0.0054751975,-0.025665592,0.02147648,-0.015871797,-0.008273947,0.014590632,-0.014846091,0.002322853,0.0024123662,-0.039489843,0.0011698868,0.036386583,0.012465306,0.032981683,0.017890062,0.020446029,-0.0137795545,-0.031379025,-0.006183224,0.026273498,0.011664984,-0.00208691,-0.020198302,0.0248814,-0.00047204547,-0.02469829,-0.0030606883,-0.00046346115,-0.01590482,-0.02229952,0.02667168,-0.0045402227,-0.044557106,-0.0134775415,0.012364525,-0.0028250571,0.013643,-0.016840942,0.033744153,-0.026851127,0.011068837,0.024091775,-0.026340384,0.034058627,-0.015496193,-0.052721806,0.008871082,0.013969502,-0.044093728,-0.0017600704,-0.00031814456,0.0005167713,0.068125784,-0.018077277,-0.0012362659,-0.025833314,0.008032793,0.0021400424,-0.020852879,0.027852606
18,k__Bacteria; p__Firmicutes; c__Bacilli,-0.09912284,-0.006523592,-0.04903464,-0.100486286,-0.048078217,-0.0036510474,-0.03932079,0.0722768,0.019050825,-0.051555533,-0.009033632,-0.010179425,-0.03792254,0.0832259,-0.07374133,-0.0145491185,-0.03649752,-0.016413527,0.035509642,-0.025887795,-0.043770313,-0.0059808814,-0.036991656,0.07066243,0.067744076,0.030974584,0.03296074,0.019269034,-0.017203402,-0.094013214,0.061733212,-0.019873394,-0.027713468,-0.03511426,0.081103735,-0.06185799,0.016144441,0.06384614,-0.11605601,-0.024508432,0.03099708,-0.021335034,-0.046868067,0.0008995776,0.05256726,-0.024292342,-0.036059182,0.02409448,-0.052009612,0.058898125,-0.023126187,0.06972169,-0.124549486,-0.025384102,-0.0125847785,0.06616323,0.081238,-0.047927335,-0.08327919,0.10039341,-0.06783917,0.09149205,-0.03539213,0.049791723,0.0051782522,-0.0449002,0.05409336,0.04343201,-0.001439134,0.053398862,-0.09943047,-0.057956435,-0.011739092,0.018143572,0.04658208,0.0059562786,0.12032668,0.038020585,-0.064449355,0.095773906,-0.052384585,0.05696847,0.050597873,0.08784702,0.016326794,-0.021497212,0.02260404,0.06350799,0.072343685,0.05603518,-0.022683086,0.046383556,-0.064592816,0.12070604,0.033795685,-0.0074369,-0.10740412,0.00619933,-0.035140097,0.0476432,0.06370744,0.021372385,0.12576984,0.0005313785,0.051677037,0.05538017,-0.042143874,0.032846354,-0.038022116,0.059895482,0.00084065966,-0.055465903,0.09132492,0.042319864,-0.028967634,0.011742283,0.02784385,0.023950327,0.085346095,0.08689254,0.07511315,-0.071203284,-0.026874773,-0.04382237,-0.0031012404,-0.037078418,-0.01768718,0.0010611897,-0.039476857,-0.0038054578,0.037851617,-0.044361625,-0.021384105,-0.023938624,-0.040485896,0.02105372,-0.004479892,0.0045601744,-0.015349841,-0.060998365,-0.045892905,0.015908498,0.040598236,-0.066607945
19,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Geobacillus,-0.0052694543,-1.8303097e-06,0.015071013,0.009520554,0.014229045,0.006603181,0.017496746,0.009924143,-0.03706445,-0.019403502,-0.0069246823,-0.024760567,-0.017867772,-0.012043413,-0.0026168907,-0.0028370863,-0.015011272,0.0133769335,0.018223334,-0.022512995,-0.0043632723,-0.03010208,-0.00022264817,-0.01110716,0.006145193,0.009099917,0.011146307,-0.0044055404,-0.02077925,0.007035704,-0.016588017,-0.018869616,0.0054201037,0.0046015587,-0.0082008485,0.009237027,-0.00626742,0.013623524,0.019108519,0.026971903,0.0047100717,-0.012583463,-0.01034188,0.027083278,0.03471715,-0.0034998462,-0.011743423,-0.01149824,-0.016618341,-0.011444404,0.0021536874,0.0122335395,-0.031547338,-0.019721217,0.0250922,-0.009136108,-0.011780412,-0.010820343,-0.01325928,0.0058760704,-0.002709596,0.011764142,0.026852036,0.02998937,-0.018990956,0.0057705147,-0.009129484,-0.0055563967,-0.009025795,-0.0026038378,0.006011093,-0.0016247075,-0.0059373584,-0.019285258,-0.018935846,-0.0012202262,0.0070611583,-0.009171066,-0.022504566,0.005325152,0.0061915726,-0.018130977,0.030962264,0.05814014,-0.007328917,-0.027429862,0.0032442028,-0.013532248,-0.01209681,0.014335079,-0.0101677105,-0.003941206,0.01675909,0.0075526666,-0.017216967,-0.003689832,-0.009549685,-0.0019246227,-0.0071756756,0.024438469,0.041467752,0.022100765,0.023025034,-0.0075040828,-0.025837889,0.022163816,-0.01306504,-0.01791365,-0.0339664,-0.014021356,0.010759229,0.026683945,-0.016339066,-0.011614961,0.0053763906,-0.007616642,-0.0020139955,0.0030282084,0.011391414,-0.023466641,0.0018462329,-0.0063693766,0.014515776,0.019343734,-0.016341155,0.019811543,-0.003887637,0.0038805315,-0.014456099,-0.033354726,0.01216768,0.021974102,0.015340851,-0.0047090114,0.02062381,0.011970179,0.014525132,-0.0194561,0.020328345,-0.011594156,-0.01378822,-0.0044093453,0.0077991993,0.0039635003
