,bact_name,Nortriptyline,NHQ,Indole-2-carboxylic acid,MLS000736964-01!,PQS/HQNO,2-Heptyl-4-hydroxyquinoline N-oxide,19-Norepiandrosterone,16.beta.-Hydroxyfurazabol,"(2S,3S)-(-)-3-Phenylglycidol",MLS001401453-01!ZOLPIDEM TARTRATE,MLS000737174-01!,"1(6H)-Pyridazinebutanoic acid, 6-imino-3-(4-methoxyphenyl)-",3-Phenoxypropionic acid,4-(1-Piperazinyl)-1H-indole, Lyso-Sphingomyelin ,"2-Methylamino-1-(3,4-methylenedioxyphenyl)propan-1-one",Gliotoxin,3-(2-Hydroxyethyl)indole,Rha-Rha-C10-C10 (M+H),Massbank:FIO00114 Harman,Phenazine-1-carboxylic Acid,2-Hydroxy-7-methylquinoline-3-carbaldehyde, 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine ,PC(0:0/18:0);  C26H55N1O7P1, Sertraline ,Norbolethone,Pyochelin,2-Hydroxy-6-methylquinoline-3-carbaldehyde,"NCGC00380742-01_C22H25N3O3_9-Methoxy-12-(2-methyl-1-propen-1-yl)-1,2,3,5a,6,11,12,14a-octahydro-5H,14H-pyrrolo[1'',2'':4',5']pyrazino[1',2':1,6]pyrido[3,4-b]indole-5,14-dione",L-Tryptophan, Lyso-PC(16:0) ,"NCGC00385669-01!(E)-3-(acetyloxymethyl)-5-(2-formyl-4-hydroxy-5,5,8a-trimethyl-1,4,4a,6,7,8-hexahydronaphthalen-1-yl)pent-2-enoic acid","1H-Indole-3-carboxylic acid, 1-(cyclohexylmethyl)-",L-Tryptophanamide,Coproporphyrin I, Palmitoylcarnitine , DL-Indole-3-lactic acid , Dibutyl phthalate ,Aztreonam,"C9:db-PQS, C9:DB-NQNO",1-O-Octadecyl-sn-glyceryl-3-phosphorylcholine,Azithromycin,Tyr-Trp, 1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine ,4-(p-Methoxyphenyl)-2-butanone,"NCGC00169614-02_C24H21N5O4_(1S,3S,12S,14R,27S)-12-Hydroxy-1,3-dimethyl-2,5,15,23,25-pentaazaheptacyclo[12.10.2.1~2,5~.0~6,11~.0~12,27~.0~15,24~.0~17,22~]heptacosa-6,8,10,17,19,21,23-heptaene-4,16,26-trione",PC(20:0/20:4);  C48H89N1O8P1," 1,2-Diarachidonoyl-sn-glycero-3-phosphocholine ","Massbank:UF408702 Sulfamethoxazole|4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide",cis-Vaccenic acid," Inosine, 2'-deoxy- ","NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate", Tris(2-butoxyethyl) phosphate , Harmane ," 1-Octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine ", 1-Octadecyl-sn-glycero-3-phosphocholine , 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine , Abrine , Azithromycin , 1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine ,Ivacaftor,Eicosanoids_12-oxoETE_C20H30O3,(-)-Riboflavin,"5S-Hydroxy-6E,8Z,11Z-eicosatrienoic acid", 1-Behenoyl-2-hydroxy-sn-glycero-3-phosphocholine , Phe-Pro ,"10E,12Z-octadecadienoic acid",1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,DescladinoseAzithromycin,SM(d18:1/25:0);  C48H98N2O6P1,Octocrylene,.gamma.-Phenyl-.gamma.-butyrolactone, Glu-Phe ,7-Oxocholesterol, 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine ,"2,3-Methylenedioxymethcathinone","1,2-Dimethoxy-4-(2-propenyl)benzene",PC(18:1/20:5);  C46H81N1O8P1,"NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole", N-Tetracosanoyl-4-sphingenyl-1-O-phosphorylcholine ,3-Hydroxymethylmefenamic acid,1-O-Hexadecyl-2-O-acetyl-sn-glyceryl-3-phosphorylcholine,NHQ_C9:db," 1,2-Diheptadecanoyl-sn-glycero-3-phosphocholine ","1,2-dioleoyl-sn-glycero-3-phosphatidylcholine",Gly-Phe, Sulfadimethoxine , Coproporphyrin I ,NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid, 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine , Ethenzamide ,PC(O-18:0/18:1);  C44H89N1O7P1,N-(3-(Aminomethyl)benzyl)acetamidine,MLS000777209-01!phenazine-1-carboxylic acid,Massbank:FIO00571 Caffeine,2-(4-Acetylpyridin-2-yl)benzonitrile," 1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine ",D-erythro-C18-Sphingosine, PAF C-16 , 1-Arachidoyl-2-hydroxy-sn-glycero-3-phosphocholine ,"2,6-Di-tert-butyl-4-hydroxymethylphenol", 1-Lignoceroyl-2-hydroxy-sn-glycero-3-phosphocholine , 1-Oleoyl-2-palmitoyl-sn-glycero-3-phosphocholine ,"NCGC00385199-01!2-[3,4-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]phenyl]-5,7-dihydroxychromen-4-one",19-Hydroxycholesterol,Putative Contaminant,NCGC00180497-02!,1-Eicosatrienoyl-sn-glycero-3-phosphoethanolamine,Lumisterol 3,1-Oleoyl-2-hydroxy-sn-glycero-3-phospho-(1'-rac-glycerol), 1-Myristoyl-sn-glycero-3-phosphocholine ,LysoPAF, 3-Indoleacetic acid , 1-Stearoyl-2-linoleoyl-sn-glycero-3-phosphocholine ,GalNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1/16:0), 1-Myristoyl-2-stearoyl-sn-glycero-3-phosphocholine ,PC(16:0/18:0);  C42H85N1O8P1,2-Hydroxyphenethyl alcohol,PC(16:0/20:1);  C44H87N1O8P1, 1-Hexadecanoyl-sn-glycero-3-phosphocholine , 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine ,Guanosine, 1-Linoleoylglycerol ,MLS001332469-01!D-Sphingosine123-78-4,SM(d18:2/16:0);  C39H78N2O6P1,Ethyl 4-hydroxyquinoline-2-carboxylate,PC(18:1/22:4);  C48H87N1O8P1,18:1(2S-OH) Ceramide,"Massbank:EA019911 Trimethoprim|2,4-Diamino-5-(3,4,5-trimethoxybenzyl)pyrimidine|5-[(3,4,5-trimethoxyphenyl)methyl]pyrimidine-2,4-diamine",SM(d19:1/24:0);  C48H98N2O6P1, D-erythro-C18-Sphingosine ,HHQ,2-(9H-Xanthen-9-yl)-malonic acid,PC(15:0/16:0);  C39H79N1O8P1,Massbank:PR040237 4-Methoxycinnamic acid|3-(4-methoxyphenyl)prop-2-enoic acid,UHQ (mixed MS2 C11:db:UHQ),C11:DB UHQ aka  2-undecenyl-quinoloin-4(1H)-one position of double bond unknown,1-Hexadecyl-sn-glycero-3-phosphocholine,C17-Sphinganine,PC(O-18:1/20:4);  C46H85N1O7P1,PC(17:0/18:1);  C43H85N1O8P1,phenylethylamide 359,Verruculogen,PC(O-16:0/O-16:0);  C40H85N1O6P1
20,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Geobacillus; s__vulcani,0.0351787,0.012024852,-0.008214761,0.033062175,-0.0031863796,0.0011349415,0.016238406,0.07748022,-0.051675275,-0.03856352,0.014024774,-0.05852171,-0.04006084,-0.045469686,0.013572289,0.037786108,-0.041683264,-0.0129303,0.075967915,-0.047582556,-0.02481041,-0.031299554,0.07696245,-0.03848046,-0.027451623,0.01127638,-0.06278979,-0.023416743,-0.026538454,0.026342299,-0.07196245,-0.032405075,-0.02559623,0.054779295,0.023886697,0.087110154,-0.04561363,0.019616932,0.005825126,0.00457042,-0.04693174,-0.01630398,-0.025792332,0.14301682,0.12122733,-0.027690494,-0.046604365,-0.052086968,-0.0098660765,-0.03406159,-0.043682512,0.046991184,-0.0010276304,-0.02926401,0.013653539,-0.066309825,-0.08586018,-0.084991954,-0.10091921,-0.0179032,0.07820324,0.005435923,0.0246483,0.024754943,0.008291465,0.056472298,-0.009107057,-0.0017968141,-0.07549651,0.030154144,0.019893909,0.11520802,-0.07682511,-0.044744577,0.021860389,0.03369598,-0.031883083,-0.04708974,0.05589582,-0.026877712,0.06703279,-0.06117683,0.061529793,0.04897388,-0.057346825,-0.012995274,-0.025983822,-0.050255965,-0.06153035,0.057298902,-0.027450891,-0.0059815403,0.0669887,-0.024424775,0.00928681,-0.019842582,0.09687697,-0.008521864,-0.059419796,-0.008929336,0.120955795,-0.0008316453,0.013630883,0.032706752,-0.04215005,0.022955546,0.028482456,-0.025568152,-0.004007366,-0.054180134,0.09475002,0.09452185,0.015733887,-0.050256565,0.111366235,-0.023344245,-0.083416805,-0.030976843,-0.03529308,-0.08800336,-0.069614656,-0.052150443,0.032381672,0.015171259,-0.02215909,0.048929047,-0.023989728,-0.011531421,-0.052670542,-0.06149858,-0.026766391,0.052509416,-0.013220245,-0.053858943,0.09973515,0.02863414,0.03660717,-0.08133039,0.096094444,0.00952328,-0.018489806,-0.057400394,0.023946403,-0.016741501
21,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus,0.03660109,0.026190232,0.04408221,0.03454,0.041842002,0.028036188,0.047585715,-0.005244939,-0.023513358,-0.005083646,-0.008070817,-0.003992371,-0.004913196,-0.027862554,-0.01945178,0.038086757,-0.004450806,0.031570267,-0.00965761,-0.0041864915,0.04068676,-0.007533071,-0.022215454,-0.0013226367,0.017995415,-0.010342346,0.0065018595,-0.029656103,-0.01579203,-0.0033947434,0.01514167,-0.020779608,0.008391608,-0.009479147,-0.03901825,0.008559769,-0.0075706905,-0.017835522,0.0015413612,0.017262602,0.027411757,-0.02254818,-6.479406e-05,-0.026463758,-0.025564,-0.0043995623,-0.010527473,-0.014313798,0.024181874,-0.011018914,-0.004393209,-0.025763664,-0.022464575,-0.01587465,0.0125090135,0.034956906,0.014596955,0.013289945,0.0070783556,0.014552227,-0.033362746,-0.025057828,-0.017860457,0.00429874,-0.0018428351,0.00018155185,-0.017924923,-0.019890277,-0.008749392,-0.032594495,0.019606339,-0.030128533,0.013958164,0.017580714,0.0047721844,0.01902246,0.0029562635,0.0017372775,-0.022177674,-0.0075171907,-0.0025051143,0.015782686,-0.0022258107,-0.03169582,0.006169014,-0.029103719,0.010232342,-0.008804931,0.009462195,-0.023849837,0.021381633,-0.011085803,-0.027241662,-0.014196137,-0.002753727,0.008314487,-0.03245119,0.024102831,0.035104033,0.015384739,-0.029911175,0.009001541,-0.008674893,-0.002208319,0.006523103,-0.009816393,-0.015411278,0.025272056,-0.0005677803,0.018088955,-0.015485794,-0.025351964,-0.0090540815,-0.008032772,-0.034931786,-0.0043695704,0.009295504,-0.015355356,0.016287243,0.010003314,0.023605365,0.0038816687,0.02085225,0.017332524,-0.004489706,0.01960455,0.010154327,-0.0040863766,0.014478017,-0.028228825,0.017795853,0.007636714,0.011436718,0.012698182,-0.03862773,-0.0004593387,0.037213396,0.010132963,-0.015510174,0.00941731,0.014128522,0.0034840023,0.0012313031,0.0070269047
22,k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae,0.019454043,-0.013354182,-0.031300053,0.037792236,-0.023641326,0.0012482827,-0.05419638,-0.07597766,0.011941726,0.023957824,-0.0063812556,0.10086258,-0.0009909914,-0.03633816,0.0077273147,0.0345015,0.00045667737,-0.08223664,-0.016139016,0.0070326393,-0.011526341,0.024600804,0.040379357,-0.0422017,-0.04801071,0.06414638,0.017218227,0.0020843234,-0.00065546966,0.021284861,0.025734844,0.007942859,0.07746305,0.032998264,0.014526787,0.028984519,0.0054334723,-0.007006758,0.06213007,-0.06642671,0.0060119736,0.046800822,-0.0018506323,-0.009334749,-0.030138388,-1.7501698e-05,0.054896835,0.039776467,0.040077265,-0.03210946,0.030384628,-0.032675218,0.06291811,0.045603327,-0.040689908,-0.007480608,-0.023422278,0.01909744,0.06594971,-0.06856061,0.056021012,-0.062608406,-0.001947331,-0.00453627,0.0049499483,-0.046266116,-0.026332036,-0.04285887,0.033046864,-0.0003639304,0.017218204,0.031905238,-0.004705178,0.029143736,-0.0008547074,0.015169958,-0.027574388,-0.017304597,0.054833964,-0.036787584,-0.040794827,-0.002900902,-0.07031378,-0.016093396,-0.0009282588,0.09964174,-0.027427511,-0.04935919,-0.0038127226,-0.06701157,-0.007419269,-0.015365883,0.024646416,-0.03392036,-0.03608594,-0.05215435,0.062492564,0.0021290798,0.028277135,-0.00918725,-0.036867157,-0.004017173,-0.034665056,-0.038157362,0.029392924,-0.04035836,-0.010348655,0.011075429,0.07694783,-0.035406053,-0.029112881,-0.0033814209,-0.031578552,-0.0061621876,0.019655777,0.016645059,0.013609142,0.0070747132,-0.074770026,0.0035131571,0.008163407,0.035134204,-0.0005042487,0.02298609,0.011365473,-0.08941793,0.03809189,-0.05054818,0.024574285,0.027544243,0.02562431,-0.096648544,-0.031643674,0.023543768,0.015640168,-0.025079716,-0.0037652648,0.010604027,-0.00024868932,0.022414554,-0.0036529368,0.025968125,-0.037247863,0.077891596
23,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales,0.060186177,0.10830369,0.113069125,0.108492576,0.11581942,0.044308882,0.08112921,-0.09377929,0.007890717,0.024975277,0.015096707,0.102231026,-0.0020818878,-0.05517316,-0.005618839,0.002654909,0.001560233,0.06826166,-0.020683559,0.0047999294,0.11289165,0.026144503,0.089245826,-0.10622179,-0.029077241,-0.02940268,-0.040197425,0.00017317038,-0.016847521,0.027165428,-0.027230253,-0.009848882,0.11098446,0.046886392,-0.09055774,0.09643713,-0.009498357,-0.039288335,0.10404028,0.05130823,-0.013682301,0.064543575,-0.0025700906,-0.021012424,-0.030700443,0.07356533,0.01720275,-0.008669102,0.0058649415,-0.031294934,-0.04500155,-0.029090744,-0.028026946,0.014546176,-0.09237228,-0.022969052,-0.047339674,-0.005339964,0.00018799097,-0.046447955,0.040652428,-0.07231788,-0.044363532,-0.044036563,0.027571788,-0.04023329,-0.07400986,-0.108462006,-0.046400107,-0.10377622,0.03723505,0.0484647,-0.057683446,0.002692277,-0.020022273,0.039174285,0.009359208,-0.028661977,-0.051929235,-0.02568319,-0.013928188,-0.042846635,-0.013688608,-0.040613588,0.022349471,-0.016813504,0.012648961,-0.06479005,-0.038412362,-0.04824209,0.0014407779,-0.032189686,-0.02427652,-0.02593423,0.003605004,0.085099004,0.06709081,-0.020466032,0.015509803,0.03353431,-0.039276104,-0.03718111,-0.022359071,-0.015284325,-0.04223679,-0.053067103,0.016925631,0.043171514,-0.0018358533,-0.110375,0.020978875,-0.015266579,-0.0013586073,0.0030522875,0.037129834,-0.01271693,-0.011850497,-0.031759672,-0.06055004,-0.034138925,-0.024582438,0.04663001,-0.0037108723,-0.053891845,-0.015806885,0.07673821,0.014111336,-0.010097128,0.04323288,-0.011207701,-0.0145012215,0.07523195,-0.039390698,-0.0006636482,-0.013600076,-0.008984426,0.055978015,0.013377359,0.040192384,-0.039372705,0.008495981,-0.025552565,0.01925664,0.0024304367
24,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Abiotrophia; s__,-0.08688889,-0.07050976,-0.095114514,-0.0996075,-0.102325484,-0.09869113,-0.07743402,0.015519518,0.106436625,0.06746596,0.009543138,-0.049676422,0.09998962,0.0538196,0.08255559,0.051320422,0.081074074,-0.07309449,-0.023081517,0.07333319,-0.08842221,0.11106766,-0.041919474,0.03543191,-0.0065356153,-0.003894064,0.020279512,0.071725056,0.06511198,-0.04999046,-0.01943109,0.04763224,-0.075628735,-0.012593538,0.05243347,-0.024106655,-0.00013782669,-0.0069731968,-0.041362487,-0.063233316,-0.10724463,0.024342233,0.08637645,-0.0051112394,0.0141090695,-0.06512946,0.019572552,0.030741198,-0.07216939,0.004344758,0.025465477,0.08883446,0.057498354,0.044374898,0.041538186,0.02187881,-0.0038156437,-0.02690639,0.0012782877,-0.004021079,0.0124747595,0.005324364,-0.021383464,-0.052702665,0.0056654527,0.017642226,0.04505353,0.03299813,-0.02504328,0.031069966,-0.11288744,-0.01942192,0.04501627,-0.0023630091,0.0014046493,0.07948131,-0.05473774,0.059012126,0.07221049,0.007620167,0.003744,-0.04278128,0.014272368,0.00528088,-0.037897967,-0.04772982,0.030699842,0.08854482,0.004273961,0.060684882,0.04797349,-0.0008208064,-0.0002512819,0.03830767,0.08437727,-0.05373981,0.023239786,-0.06352164,-0.082492396,-0.068575114,0.03677989,0.033662025,0.017049469,0.080476955,0.010279996,-0.013528219,0.0048395605,-0.04128453,0.05485282,0.031825904,0.097735986,-0.0027858792,0.07370912,0.05332381,-0.0010759877,-0.018223943,-0.026662156,-0.0022377342,0.011165403,0.0016361789,-0.0030129105,-0.04576582,-0.041583184,-0.0057985745,-0.003337445,-0.0027795457,0.025174575,-0.0069714384,-0.06355665,0.022108894,-0.054044858,-0.009507634,0.01639519,-0.046634927,-0.0091649415,-0.0012655451,-0.007982824,-0.005724983,-0.008965134,0.024781318,0.044985667,-0.051981837,0.05912229,-0.077794425
25,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella; s__,0.11203418,0.04827598,0.06666206,0.08878282,0.08197467,0.056390833,0.09529764,-0.08865925,-0.042750906,0.010671117,0.16598134,-0.011801992,0.0452872,-0.027078707,-0.028193615,-0.13702588,0.031297907,0.10558046,0.035318457,0.018920103,0.04451483,-0.07002006,0.11031966,-0.055426974,0.039875105,-0.0063747196,-0.029173503,0.040383015,-0.09682863,0.058926087,-0.081981145,-0.073673286,0.046800904,0.20875591,0.059608277,0.059119307,-0.05407286,-0.03455279,0.0058393627,0.082563914,-0.059692465,0.017133322,0.01014033,0.08258737,0.07567189,0.12297609,0.037212864,0.046549216,0.11406783,-0.057540745,-0.050687548,-0.10023244,0.04762808,0.17350851,-0.030779114,-0.027474761,-0.04073348,-0.05694492,-0.050137367,-0.07978573,0.06683268,-0.081469916,-0.088179804,-0.06275352,-0.04381398,0.017635299,-0.025507517,-0.066202424,-0.04480331,-0.051747795,-0.0340182,0.16348796,-0.103212416,-0.058640946,0.008217283,-0.14231858,0.11018684,-0.030000797,-0.040325318,-0.10411446,0.024210557,-0.12897097,-0.08860965,-0.06663223,-0.07796489,0.19256796,0.13524064,-0.056833398,-0.06899576,-0.06838818,-0.095625505,-0.046815597,0.015837178,-0.019686366,-0.124135755,0.05491001,0.16683556,0.0108758835,-0.09406804,0.012011255,0.016624635,-0.0102552185,-0.046152882,-0.04176586,-0.03887629,-0.011140631,0.038220394,0.027613072,0.017353943,-0.06282478,0.008813305,0.049227796,-0.12966445,0.043572832,0.13785085,-0.12212681,-0.0059945793,-0.039157912,-0.05786336,-0.07967649,-0.032542437,-0.036429733,0.06264398,-0.0037094313,-0.02437246,0.0015823497,-0.053234607,0.013017755,0.01628296,0.0008826372,-0.013297184,0.05177949,-0.099123456,-0.07483778,0.04185164,-0.006225313,-0.017492458,0.02387188,0.053233176,-0.061570775,0.026344826,-0.0047817957,-0.0915992,0.054838862
26,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus,0.07747638,-0.030142862,-0.0402613,0.013408264,-0.038886458,0.0017400465,-0.0053390693,0.075013645,-0.05036473,-0.03745208,0.0033105472,-0.08313943,-0.029741986,-0.101810805,0.011789272,0.043111004,-0.032158982,-0.016011544,0.08992455,-0.03536173,-0.061695162,-0.052043535,0.04250442,0.0051200474,0.0046483222,0.05838497,-0.040432062,-0.06659386,-0.005285002,0.039831925,-0.052640997,-0.015214097,-0.07850574,0.049398314,0.084097154,0.03472355,-0.042958565,0.02451534,-0.0649768,-0.028532619,-0.021114726,-0.0637187,-0.019008065,0.109406844,0.07293433,-0.035560116,-0.0499207,-0.054881893,0.09211783,-0.049827084,-0.008425062,-0.036204726,0.080738984,-0.0014919714,0.016112585,-0.07090781,-0.056370303,-0.031912483,-0.029952131,-0.049861178,0.062113076,-0.039176583,0.034223344,0.0110562965,0.010836052,0.0830926,0.022034204,0.072076276,-0.043032713,0.06223856,0.044187523,0.11869854,-0.048700526,-0.040242717,0.032606445,-0.013639173,0.015020633,-0.06179616,0.12181067,-0.035882473,0.06733643,-0.029169662,-0.005936797,-0.021398738,-0.067181505,0.096903965,-0.010986843,-0.010693222,-0.037512254,0.012736585,-0.021031091,-0.00886775,0.102223195,-0.099221066,-0.016682712,-0.036597,0.07978434,0.007574518,-0.034297343,-0.070975564,0.05756128,-0.0046844985,-0.044897124,0.013292222,-0.003310428,0.029076565,0.042921457,-0.055781044,0.053562246,0.02570474,0.015853865,0.11064701,-0.00026269333,-0.057577427,0.08110329,0.0020587996,-0.08348486,-0.0128989,-0.021835368,-0.062020842,-0.048307706,-0.05182905,0.031143285,0.056152865,0.032946337,-0.023902103,-0.034903165,-0.026909914,-0.038288724,-0.026208922,-0.019546058,-0.029829795,-0.013594937,-0.025340073,0.101238176,0.030457053,-0.016022062,-0.038587984,0.049305707,0.025640639,-0.019760318,-0.009234045,-0.04488811,0.031041373
27,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Tetragenococcus; s__halophilus,0.005150913,0.0009209407,0.007639855,0.0140623525,0.0026536093,0.028822735,0.0031746489,0.022478461,-0.03730529,-0.012843906,0.0102635035,-0.0066875964,-0.012627653,0.023474565,-0.05185737,-0.0042563523,-0.014167044,-0.01095713,0.015862228,-0.013620781,0.0023317365,-0.030749585,-0.007488857,-0.001703582,-0.020298284,-0.012585149,-0.020339498,-0.019940963,-0.0048494395,-0.0034084392,0.032638647,-0.005068999,0.008486878,-0.004346762,-0.02528796,-0.008317226,0.004689395,-0.015434574,0.002044539,-0.011896553,0.03876301,-0.012078998,-0.0065957145,0.0006011908,0.009281232,-0.006680696,0.002425381,0.00070458895,-0.017400023,0.021723015,-0.0029902605,-0.01480118,-0.028160078,-0.027385978,0.02408134,0.040929593,0.02166553,-0.01670375,-0.0062466944,0.020420916,-0.010187155,0.0047873734,-0.018387018,0.017723983,5.8827853e-05,-0.0043048775,-0.0055264654,0.0037891387,0.016868891,-0.006132486,0.016610797,-0.018120676,-0.006895183,0.031620253,0.036189076,-0.013587845,-0.028536152,-0.0015716515,-0.010175813,0.009693263,-0.0005977579,0.027463399,-0.0035598807,0.0051429383,0.008895187,-0.022872267,-0.033700872,-0.01336687,0.008344561,-3.8955008e-05,0.0012045887,0.013906129,-0.009674954,0.016387818,-0.037403893,-0.013565418,-0.023638956,0.05072531,0.038468815,0.043658838,-0.008670336,-0.010774068,0.008172125,0.0050533577,0.024681725,-0.013730131,-0.034785986,0.046153598,-0.017185686,0.025562253,-0.02942503,-0.038227156,-0.03810514,0.0079779485,-0.010593471,0.013598488,0.03668863,0.0131625375,0.020033114,0.021617115,0.044499964,-0.015722081,0.036849912,0.033364523,-0.0011374789,-0.0058761113,0.0026080254,0.007249902,-0.013261335,-0.02733752,0.03635221,-0.018317979,0.007735648,0.020388858,-0.03926765,0.0027019884,0.01740061,-0.0022713505,-0.024138436,0.005362982,-0.0031265055,0.024000168,-0.025358856,0.017682547
28,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__,0.019826747,-0.01104543,-0.0151435295,0.010740914,-0.008419514,-0.01103202,0.007673925,0.047640055,-0.03477707,-0.0061934055,-0.006140782,-0.018345388,-0.014315687,-0.004604958,-0.010114908,-0.0015820098,-0.01737072,-0.014328446,0.034441058,-0.020045748,-0.009094602,-0.003068235,0.03865801,-0.031799827,-0.014824781,-0.010900863,-0.0321199,-0.031447653,0.01506588,0.012293798,-0.0109605165,0.0126683675,-0.006089389,0.021091841,-0.00044642418,0.03708423,-0.006783026,-0.0039339946,0.0016118686,-0.0032918572,0.011339257,-0.025616504,-0.0076155104,0.06200926,0.0539453,0.003739223,-0.049503066,-0.01813239,-0.0059243906,0.022030223,-0.01533208,-0.0050604786,0.00051521615,-0.00045485087,0.004257755,-0.025725108,-0.028174631,-0.033151425,-0.03268377,-0.0022690597,0.024327455,0.0023340068,0.017267931,0.015369987,0.0018726323,0.021439655,0.0050094035,0.02361417,-0.022986146,0.01830398,0.021930287,0.047613796,-0.029854236,0.017051838,0.04383849,-0.025457976,-0.035120655,-0.03570798,0.04592274,-0.027628865,0.021147138,-0.042504538,0.0072127744,-0.016731557,-0.013967551,0.008346179,-0.037075516,-0.020069763,-0.011868186,0.0070933597,0.027647981,0.008263782,0.035720106,-0.02018055,-0.008866658,-0.0098345615,0.032221902,0.028361348,-0.024390724,0.008722189,0.034955937,-0.000595019,0.024410611,0.052816916,0.019478524,0.00071758137,-0.022510802,0.006538027,0.0045459773,-0.024771271,0.029122505,0.0125614405,-0.0400195,-0.014185934,0.059041433,-0.017401984,-0.030195408,0.0001780619,0.018328853,-0.020951042,-0.008795315,-0.010398515,0.034265358,0.0034016208,-0.01412127,-0.01660579,-0.019194433,0.011334585,-0.02520436,-0.007585664,-0.011972791,0.00019163423,-0.030903602,-0.005788471,0.022517968,0.0067047332,0.029699698,-0.006675429,0.00061494345,-0.016282683,-0.009730517,0.005620664,0.00010961321,-0.011769967
29,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__mucosae,-0.077452175,-0.06586404,-0.07345338,-0.07452587,-0.07277121,-0.058452085,-0.0614605,0.0036100051,0.0069130952,0.041198947,-0.04303731,-0.040039927,0.03268437,0.10533111,0.012555775,-0.05612523,0.029436376,-0.04020509,-0.016688503,0.021226944,-0.05131146,-0.022677101,-0.025932454,-0.0054104608,-0.053978585,-0.094231784,-0.015078212,0.029383251,0.090645105,-0.00975995,0.024541542,0.10280691,-0.04243726,-0.03284936,-0.07055212,-0.05867229,0.0691941,-0.044251867,-0.01282725,-0.020266723,0.036049724,0.020352697,0.039205138,0.0148542095,-0.021496613,-0.018242855,0.010139319,0.01979772,-0.06533379,0.09643068,0.047796823,0.040577445,0.02152064,-0.0077166595,0.027485857,-0.0069980402,0.013280046,0.052231364,0.020511305,0.054623567,-0.03673633,0.07650401,0.043431535,-0.02534631,0.040442966,0.047312308,-0.020935247,0.068298995,0.06401814,0.024687128,0.011927751,-0.034839924,0.028163493,0.020267358,-0.021899387,-0.013338966,-0.018865885,0.018017124,0.023172047,0.029743927,0.036395404,0.008430589,0.030954273,0.02728734,0.061480235,-0.028040782,-0.015864367,0.0111887185,-0.011739122,0.049633753,0.009635986,0.048310768,0.014315823,0.018406486,0.016833963,0.013710103,-0.03327648,-0.009461892,0.035495088,-0.016614731,-0.033760026,-0.048259307,0.018458406,0.032679655,-0.005598634,-0.038402386,0.016807493,-0.017537491,-0.058974843,-0.004356981,-0.026548993,-0.0013366507,-0.009130106,0.024089389,-0.010194621,0.044736676,0.020345481,0.054799136,0.045096606,0.008906461,-0.019469805,0.03599196,-0.02919879,-0.04329666,0.036815926,-0.00078219903,0.017061342,0.046748225,-0.028855588,0.026144853,-0.029569134,0.012679926,0.021350028,0.015623702,-0.0029549948,-0.0388449,-0.026565798,0.0045214472,-0.03331798,-0.022420902,0.018951103,0.0020788375,0.0008322034,-8.517414e-05
